item_id,declaration_id,year,customs_office_code,customs_office_name,regime,registration_serial,registration_number,reference_number,registration_date,hs_code,commercial_description,country_of_origin,country_of_origin_code,country_of_export,country_of_export_code,country_of_destination,country_of_destination_code,uom,qty_by_uom,actual_unit_price,price_basis,local_amount,sup_amount,invoice_amount,net_weight,gross_weight,status,specification_code,warehouse_code,exit_office_code,exit_officer_id,operation_name,operation_date,encrypted_declarant_cr,encrypted_consignee_cr,encrypted_exporter_cr,declaration_date,year_month,hs_clean,hs2,hs6,is_reexport,trade_type,local_amount_clean,invoice_amount_clean,sup_amount_clean,net_weight_clean,gross_weight_clean,partner_country_code,active_cr,hs_desc
2020-2501-3-10056-1,2020-2501-3-10056,2020,2501,Bahrain International Airport,IM,3,10056,97807,5/1/2020,6109100000,Cotton t-shirts,CN,CN,AE,AE,BH,BH,NMB,10.0,14.41,CIF,54.18,2.85,144.1,71.08,77.6,Released,5,5,2501,333,,,CR_HASH_120,CR_HASH_010,,2020-05-01,2020-05,610910000000,61,610910,False,Import,54.18,144.1,2.85,71.08,77.6,CN,CR_HASH_010,Cotton t-shirts
2020-2501-1-10057-1,2020-2501-1-10057,2020,2501,Bahrain International Airport,IM,1,10057,37146,2/16/2020,1006301000,Long-grain milled rice,CN,CN,CN,CN,BH,BH,KGM,4800.73,1.12,EXW,2021.68,4.56,5376.82,4800.73,5253.04,Released,9,6,2501,983,,,CR_HASH_078,CR_HASH_038,,2020-02-16,2020-02,100630100000,10,100630,False,Import,2021.68,5376.82,4.56,4800.73,5253.04,CN,CR_HASH_038,Long-grain milled rice
2020-2801-6-10058-1,2020-2801-6-10058,2020,2801,King Fahd Causeway,IM,6,10058,17363,5/9/2020,8471300000,Portable laptop computers,CN,CN,CN,CN,BH,BH,NMB,82.0,347.9,CIF,10726.45,1.22,28527.8,420.31,475.52,Released,8,4,2801,625,,,CR_HASH_130,CR_HASH_009,,2020-05-09,2020-05,847130000000,84,847130,False,Import,10726.45,28527.8,1.22,420.31,475.52,CN,CR_HASH_009,Portable laptop computers
2020-2701-7-10059-1,2020-2701-7-10059,2020,2701,Khalifa Bin Salman Port,EX,7,10059,20858,7/10/2020,102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,IN,IN,NMB,169.0,148.83,CIF,9457.25,0.95,25152.27,346.64,412.93,Held,4,3,2701,259,,,CR_HASH_093,,CR_HASH_021,2020-07-10,2020-07,102211000000,10,102211,True,Re-export,9457.25,25152.27,0.95,346.64,412.93,IN,CR_HASH_021,"Live cattle, pure-bred breeding"
2020-2701-2-10060-1,2020-2701-2-10060,2020,2701,Khalifa Bin Salman Port,IM,2,10060,32356,11/5/2020,6109100000,Cotton t-shirts,SA,SA,IN,IN,BH,BH,NMB,83.0,7.85,CIF,244.98,1.23,651.55,252.73,285.49,Released,1,9,2701,166,,,CR_HASH_218,CR_HASH_036,,2020-11-05,2020-11,610910000000,61,610910,False,Import,244.98,651.55,1.23,252.73,285.49,SA,CR_HASH_036,Cotton t-shirts
2020-2501-7-10061-1,2020-2501-7-10061,2020,2501,Bahrain International Airport,IM,7,10061,53382,11/21/2020,2710192100,Gas oils for diesel engines,US,US,US,US,BH,BH,LTR,10066.85,0.78,EXW,2952.4,1.24,7852.14,7803.15,9307.89,Pending,4,5,2501,962,,,CR_HASH_129,CR_HASH_005,,2020-11-21,2020-11,271019210000,27,271019,False,Import,2952.4,7852.14,1.24,7803.15,9307.89,US,CR_HASH_005,Gas oils for diesel engines
2020-2501-3-10062-1,2020-2501-3-10062,2020,2501,Bahrain International Airport,EX,3,10062,57576,3/17/2020,9018390000,Medical syringes and needles,BH,BH,BH,BH,US,US,NMB,6.0,0.1,FOB,0.23,1.34,0.6,30.37,34.01,Held,9,2,2501,835,,,CR_HASH_242,,CR_HASH_020,2020-03-17,2020-03,901839000000,90,901839,True,Re-export,0.23,0.6,1.34,30.37,34.01,US,CR_HASH_020,Medical syringes and needles
2020-2701-4-10063-1,2020-2701-4-10063,2020,2701,Khalifa Bin Salman Port,IM,4,10063,14868,10/25/2020,1006301000,Long-grain milled rice,CN,CN,CN,CN,BH,BH,KGM,849.1,1.41,EXW,450.16,4.07,1197.23,849.1,992.74,Held,2,2,2701,930,,,CR_HASH_164,CR_HASH_031,,2020-10-25,2020-10,100630100000,10,100630,False,Import,450.16,1197.23,4.07,849.1,992.74,CN,CR_HASH_031,Long-grain milled rice
2020-2601-3-10064-1,2020-2601-3-10064,2020,2601,Dry Port - Hidd,IM,3,10064,45363,7/13/2020,6109100000,Cotton t-shirts,CN,CN,JP,JP,BH,BH,NMB,151.0,14.91,CIF,846.53,1.94,2251.41,248.01,283.93,Pending,4,7,2601,746,,,CR_HASH_033,CR_HASH_025,,2020-07-13,2020-07,610910000000,61,610910,False,Import,846.53,2251.41,1.94,248.01,283.93,CN,CR_HASH_025,Cotton t-shirts
2020-2601-6-10065-1,2020-2601-6-10065,2020,2601,Dry Port - Hidd,,6,10065,13622,6/17/2020,6109100000,Cotton t-shirts,US,US,BH,BH,SA,SA,NMB,120.0,8.15,EXW,367.73,4.52,978.0,670.28,788.85,Released,7,7,2601,349,,,CR_HASH_045,CR_HASH_029,,2020-06-17,2020-06,610910000000,61,610910,False,,367.73,978.0,4.52,670.28,788.85,,CR_HASH_029,Cotton t-shirts
2020-2601-5-10066-1,2020-2601-5-10066,2020,2601,Dry Port - Hidd,EX,5,10066,23456,12/29/2020,8504400090,Static converters,BH,BH,BH,BH,US,US,NMB,132.0,96.55,EXW,4791.97,2.79,12744.6,797.13,885.19,Released,9,3,2601,476,,,CR_HASH_223,,CR_HASH_028,2020-12-29,2020-12,850440009000,85,850440,True,Re-export,4791.97,12744.6,2.79,797.13,885.19,US,CR_HASH_028,Static converters
2020-2701-4-10067-1,2020-2701-4-10067,2020,2701,Khalifa Bin Salman Port,IM,4,10067,89860,3/10/2020,2710192100,Gas oils for diesel engines,CN,CN,CN,CN,BH,BH,LTR,8459.06,0.7,CIF,2226.42,1.39,5921.34,7453.31,8567.11,Released,8,9,2701,873,,,CR_HASH_076,CR_HASH_001,,2020-03-10,2020-03,271019210000,27,271019,False,Import,2226.42,5921.34,1.39,7453.31,8567.11,CN,CR_HASH_001,Gas oils for diesel engines
2020-2501-9-10068-1,2020-2501-9-10068,2020,2501,Bahrain International Airport,IM,9,10068,58786,10/1/2020,6109100000,Cotton t-shirts,CN,CN,CN,CN,BH,BH,NMB,35.0,5.58,FOB,73.43,4.79,195.3,256.46,277.07,Released,6,6,2501,770,,,CR_HASH_033,CR_HASH_048,,2020-10-01,2020-10,610910000000,61,610910,False,Import,73.43,195.3,4.79,256.46,277.07,CN,CR_HASH_048,Cotton t-shirts
2020-2601-6-10069-1,2020-2601-6-10069,2020,2601,Dry Port - Hidd,IM,6,10069,42630,4/3/2020,8471300000,Portable laptop computers,SA,SA,SA,SA,BH,BH,NMB,64.0,784.48,FOB,18877.73,4.71,50206.72,224.03,264.64,Held,8,3,2601,389,,,CR_HASH_240,CR_HASH_030,,2020-04-03,2020-04,847130000000,84,847130,False,Import,18877.73,50206.72,4.71,224.03,264.64,SA,CR_HASH_030,Portable laptop computers
2020-2701-7-10070-1,2020-2701-7-10070,2020,2701,Khalifa Bin Salman Port,IM,7,10070,77048,11/9/2020,1006301000,Long-grain milled rice,JP,JP,AE,AE,BH,BH,KGM,3197.79,0.77,EXW,925.82,3.93,2462.3,3197.79,3826.89,Released,1,5,2701,662,,,CR_HASH_210,CR_HASH_002,,2020-11-09,2020-11,100630100000,10,100630,False,Import,925.82,2462.3,3.93,3197.79,3826.89,JP,CR_HASH_002,Long-grain milled rice
2020-2701-3-10071-1,2020-2701-3-10071,2020,2701,Khalifa Bin Salman Port,IM,3,10071,61387,6/16/2020,6109100000,Cotton t-shirts,AE,AE,AE,AE,BH,BH,NMB,129.0,5.76,CIF,279.38,0.53,743.04,276.24,323.87,Released,4,5,2701,816,,,CR_HASH_073,CR_HASH_043,,2020-06-16,2020-06,610910000000,61,610910,False,Import,279.38,743.04,0.53,276.24,323.87,AE,CR_HASH_043,Cotton t-shirts
2020-2801-3-10072-1,2020-2801-3-10072,2020,2801,King Fahd Causeway,IM,3,10072,65769,2/19/2020,8517120000,Cellular telephones,DE,DE,DE,DE,BH,BH,NMB,140.0,227.27,EXW,11963.49,4.91,31817.8,231.66,257.93,Pending,6,1,2801,943,,,CR_HASH_193,CR_HASH_020,,2020-02-19,2020-02,851712000000,85,851712,False,Import,11963.49,31817.8,4.91,231.66,257.93,DE,CR_HASH_020,Cellular telephones
2020-2701-8-10073-1,2020-2701-8-10073,2020,2701,Khalifa Bin Salman Port,EX,8,10073,55577,2/20/2020,102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,CN,CN,NMB,54.0,11521.2,FOB,233926.44,2.75,622144.8,364.17,392.01,Released,7,8,2701,686,,,CR_HASH_039,,CR_HASH_021,2020-02-20,2020-02,102211000000,10,102211,True,Re-export,233926.44,622144.8,2.75,364.17,392.01,CN,CR_HASH_021,"Live cattle, pure-bred breeding"
2020-2801-1-10074-1,2020-2801-1-10074,2020,2801,King Fahd Causeway,EX,1,10074,48229,1/1/2020,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,DE,DE,NMB,7.0,0.17,CIF,0.45,3.53,1.19,20.21,22.62,Released,7,4,2801,391,,,CR_HASH_129,,CR_HASH_009,2020-01-01,2020-01,392330100000,39,392330,True,Re-export,0.45,1.19,3.53,20.21,22.62,DE,CR_HASH_009,Plastic bottles for packaging
2020-2701-8-10075-1,2020-2701-8-10075,2020,2701,Khalifa Bin Salman Port,IM,8,10075,89115,10/15/2020,3923301000,Plastic bottles for packaging,SA,SA,US,US,BH,BH,NMB,164.0,0.39,EXW,24.05,1.19,63.96,1180.43,1264.93,Released,3,5,2701,352,,,CR_HASH_123,CR_HASH_028,,2020-10-15,2020-10,392330100000,39,392330,False,Import,24.05,63.96,1.19,1180.43,1264.93,SA,CR_HASH_028,Plastic bottles for packaging
2020-2701-1-10076-1,2020-2701-1-10076,2020,2701,Khalifa Bin Salman Port,EX,1,10076,12371,1/25/2020,102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,CN,CN,NMB,1.0,1541.74,CIF,579.69,4.37,1541.74,5.39,6.32,Released,8,5,2701,584,,,CR_HASH_086,,CR_HASH_009,2020-01-25,2020-01,102211000000,10,102211,True,Re-export,579.69,1541.74,4.37,5.39,6.32,CN,CR_HASH_009,"Live cattle, pure-bred breeding"
2020-2801-1-10077-1,2020-2801-1-10077,2020,2801,King Fahd Causeway,IM,1,10077,43111,6/15/2020,8471300000,Portable laptop computers,SA,SA,SA,SA,BH,BH,NMB,85.0,3147.85,FOB,100605.29,1.44,267567.25,520.79,583.13,Released,6,7,2801,964,,,CR_HASH_099,CR_HASH_016,,2020-06-15,2020-06,847130000000,84,847130,False,Import,100605.29,267567.25,1.44,520.79,583.13,SA,CR_HASH_016,Portable laptop computers
2020-2801-1-10078-1,2020-2801-1-10078,2020,2801,King Fahd Causeway,IM,1,10078,45362,2/13/2020,2710192100,Gas oils for diesel engines,DE,DE,DE,DE,BH,BH,LTR,3919.26,1.04,CIF,1532.59,4.89,4076.03,3451.72,3856.64,Held,9,8,2801,508,,,CR_HASH_044,CR_HASH_045,,2020-02-13,2020-02,271019210000,27,271019,False,Import,1532.59,4076.03,4.89,3451.72,3856.64,DE,CR_HASH_045,Gas oils for diesel engines
2020-2701-2-10079-1,2020-2701-2-10079,2020,2701,Khalifa Bin Salman Port,IM,2,10079,57745,3/11/2020,1006301000,Long-grain milled rice,AE,AE,IN,IN,BH,BH,KGM,1516.51,1.21,CIF,689.95,3.21,1834.98,1516.51,1753.97,Released,5,6,2701,333,,,CR_HASH_116,CR_HASH_002,,2020-03-11,2020-03,100630100000,10,100630,False,Import,689.95,1834.98,3.21,1516.51,1753.97,AE,CR_HASH_002,Long-grain milled rice
2020-2601-3-10080-1,2020-2601-3-10080,2020,2601,Dry Port - Hidd,IM,3,10080,67543,4/15/2020,8504400090,Static converters,TR,TR,TR,TR,BH,BH,NMB,21.0,153.47,EXW,1211.8,0.8,3222.87,92.7,101.71,Released,1,1,2601,290,,,CR_HASH_113,CR_HASH_028,,2020-04-15,2020-04,850440009000,85,850440,False,Import,1211.8,3222.87,0.8,92.7,101.71,TR,CR_HASH_028,Static converters
2020-2801-7-10081-1,2020-2801-7-10081,2020,2801,King Fahd Causeway,IM,7,10081,51750,8/6/2020,6109100000,Cotton t-shirts,US,US,US,US,BH,BH,NMB,155.0,13.57,CIF,790.86,3.56,2103.35,146.65,158.72,Released,2,9,2801,189,,,CR_HASH_119,CR_HASH_029,,2020-08-06,2020-08,610910000000,61,610910,False,Import,790.86,2103.35,3.56,146.65,158.72,US,CR_HASH_029,Cotton t-shirts
2020-2501-1-10082-1,2020-2501-1-10082,2020,2501,Bahrain International Airport,EX,1,10082,57263,5/31/2020,1006301000,Long-grain milled rice,BH,BH,BH,BH,US,US,KGM,963.08,0.55,FOB,199.16,1.69,529.69,963.08,1063.35,Pending,6,4,2501,284,,,CR_HASH_061,,CR_HASH_003,2020-05-31,2020-05,100630100000,10,100630,True,Re-export,199.16,529.69,1.69,963.08,1063.35,US,CR_HASH_003,Long-grain milled rice
2020-2801-1-10083-1,2020-2801-1-10083,2020,2801,King Fahd Causeway,IM,1,10083,83781,10/20/2020,3923301000,Plastic bottles for packaging,AE,AE,AE,AE,BH,BH,NMB,140.0,0.18,EXW,9.48,4.99,25.2,965.0,1122.43,Released,4,1,2801,288,,,CR_HASH_025,CR_HASH_006,,2020-10-20,2020-10,392330100000,39,392330,False,Import,9.48,25.2,4.99,965.0,1122.43,AE,CR_HASH_006,Plastic bottles for packaging
2020-2501-3-10084-1,2020-2501-3-10084,2020,2501,Bahrain International Airport,IM,3,10084,97378,5/26/2020,1006301000,Long-grain milled rice,DE,DE,DE,DE,BH,BH,KGM,2926.62,1.29,EXW,1419.53,2.29,3775.34,2926.62,3289.67,Released,8,6,2501,522,,,CR_HASH_237,CR_HASH_015,,2020-05-26,2020-05,100630100000,10,100630,False,Import,1419.53,3775.34,2.29,2926.62,3289.67,DE,CR_HASH_015,Long-grain milled rice
2020-2701-3-10085-1,2020-2701-3-10085,2020,2701,Khalifa Bin Salman Port,EX,3,10085,82059,2/16/2020,102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,AE,AE,NMB,39.0,97.56,FOB,1430.62,4.67,3804.84,124.41,138.26,Held,9,7,2701,451,,,CR_HASH_110,,CR_HASH_022,2020-02-16,2020-02,102211000000,10,102211,True,Re-export,1430.62,3804.84,4.67,124.41,138.26,AE,CR_HASH_022,"Live cattle, pure-bred breeding"
2020-2601-3-10086-1,2020-2601-3-10086,2020,2601,Dry Port - Hidd,EX,3,10086,16346,10/9/2020,1006301000,Long-grain milled rice,BH,BH,BH,BH,AE,AE,KGM,2882.88,0.91,FOB,986.41,0.93,2623.42,2882.88,3165.71,Released,2,5,2601,750,,,CR_HASH_242,,CR_HASH_017,2020-10-09,2020-10,100630100000,10,100630,True,Re-export,986.41,2623.42,0.93,2882.88,3165.71,AE,CR_HASH_017,Long-grain milled rice
2020-2601-8-10087-1,2020-2601-8-10087,2020,2601,Dry Port - Hidd,IM,8,10087,69090,12/20/2020,102211000,"Live cattle, pure-bred breeding",IN,IN,SA,SA,BH,BH,NMB,156.0,2084.42,EXW,122263.74,2.27,325169.52,776.95,893.76,Released,9,9,2601,620,,,CR_HASH_248,CR_HASH_003,,2020-12-20,2020-12,102211000000,10,102211,False,Import,122263.74,325169.52,2.27,776.95,893.76,IN,CR_HASH_003,"Live cattle, pure-bred breeding"
2020-2501-6-10088-1,2020-2501-6-10088,2020,2501,Bahrain International Airport,IM,6,10088,61102,12/24/2020,8471300000,Portable laptop computers,SA,SA,IN,IN,BH,BH,NMB,187.0,515.73,EXW,36262.01,1.99,96441.51,789.73,884.39,Held,8,9,2501,435,,,CR_HASH_113,CR_HASH_001,,2020-12-24,2020-12,847130000000,84,847130,False,Import,36262.01,96441.51,1.99,789.73,884.39,SA,CR_HASH_001,Portable laptop computers
2020-2701-1-10089-1,2020-2701-1-10089,2020,2701,Khalifa Bin Salman Port,IM,1,10089,93797,11/7/2020,102211000,"Live cattle, pure-bred breeding",AE,AE,US,US,BH,BH,NMB,134.0,2117.34,FOB,106680.06,4.45,283723.56,1035.4,1220.06,Released,4,2,2701,190,,,CR_HASH_213,CR_HASH_010,,2020-11-07,2020-11,102211000000,10,102211,False,Import,106680.06,283723.56,4.45,1035.4,1220.06,AE,CR_HASH_010,"Live cattle, pure-bred breeding"
2020-2801-5-10090-1,2020-2801-5-10090,2020,2801,King Fahd Causeway,IM,5,10090,89307,5/22/2020,1006301000,Long-grain milled rice,US,US,US,US,BH,BH,KGM,2865.52,1.48,EXW,1594.6,4.27,4240.97,2865.52,3188.3,Released,3,7,2801,373,,,CR_HASH_033,CR_HASH_006,,2020-05-22,2020-05,100630100000,10,100630,False,Import,1594.6,4240.97,4.27,2865.52,3188.3,US,CR_HASH_006,Long-grain milled rice
2020-2801-1-10091-1,2020-2801-1-10091,2020,2801,King Fahd Causeway,EX,1,10091,65683,9/24/2020,8471300000,Portable laptop computers,BH,BH,BH,BH,CN,CN,NMB,188.0,451.39,CIF,31907.86,2.58,84861.32,1036.35,1146.73,Released,9,5,2801,937,,,CR_HASH_130,,CR_HASH_039,2020-09-24,2020-09,847130000000,84,847130,True,Re-export,31907.86,84861.32,2.58,1036.35,1146.73,CN,CR_HASH_039,Portable laptop computers
2020-2601-2-10092-1,2020-2601-2-10092,2020,2601,Dry Port - Hidd,IM,2,10092,62426,3/19/2020,8703221000,Passenger cars 1000-1500cc,JP,JP,JP,JP,BH,BH,NMB,38.0,11882.82,FOB,169781.73,4.42,451547.16,249.56,298.51,Held,6,4,2601,485,,,CR_HASH_062,CR_HASH_004,,2020-03-19,2020-03,870322100000,87,870322,False,Import,169781.73,451547.16,4.42,249.56,298.51,JP,CR_HASH_004,Passenger cars 1000-1500cc
2020-2601-4-10093-1,2020-2601-4-10093,2020,2601,Dry Port - Hidd,,4,10093,44983,2/18/2020,8471300000,Portable laptop computers,CN,CN,BH,BH,SA,SA,NMB,41.0,795.8,CIF,12268.05,4.71,32627.8,237.53,260.16,Released,8,9,2601,205,,,CR_HASH_130,CR_HASH_045,,2020-02-18,2020-02,847130000000,84,847130,False,,12268.05,32627.8,4.71,237.53,260.16,,CR_HASH_045,Portable laptop computers
2020-2501-1-10094-1,2020-2501-1-10094,2020,2501,Bahrain International Airport,EX,1,10094,15680,4/13/2020,9018390000,Medical syringes and needles,BH,BH,BH,BH,AE,AE,NMB,187.0,0.29,CIF,20.39,1.9,54.23,650.62,726.58,Pending,8,2,2501,561,,,CR_HASH_039,,CR_HASH_049,2020-04-13,2020-04,901839000000,90,901839,True,Re-export,20.39,54.23,1.9,650.62,726.58,AE,CR_HASH_049,Medical syringes and needles
2020-2501-9-10095-1,2020-2501-9-10095,2020,2501,Bahrain International Airport,EX,9,10095,94903,4/14/2020,8517120000,Cellular telephones,BH,BH,BH,BH,EG,EG,NMB,19.0,1054.03,FOB,7529.99,4.08,20026.57,148.57,174.77,Released,3,5,2501,448,,,CR_HASH_207,,CR_HASH_018,2020-04-14,2020-04,851712000000,85,851712,True,Re-export,7529.99,20026.57,4.08,148.57,174.77,EG,CR_HASH_018,Cellular telephones
2020-2801-9-10096-1,2020-2801-9-10096,2020,2801,King Fahd Causeway,IM,9,10096,75145,7/17/2020,102211000,"Live cattle, pure-bred breeding",US,US,US,US,BH,BH,NMB,194.0,1998.23,CIF,145758.89,4.01,387656.62,623.13,690.88,Released,5,2,2801,936,,,CR_HASH_029,CR_HASH_005,,2020-07-17,2020-07,102211000000,10,102211,False,Import,145758.89,387656.62,4.01,623.13,690.88,US,CR_HASH_005,"Live cattle, pure-bred breeding"
2020-2701-1-10097-1,2020-2701-1-10097,2020,2701,Khalifa Bin Salman Port,,1,10097,13658,11/1/2020,8471300000,Portable laptop computers,CN,CN,BH,BH,US,US,NMB,63.0,283.78,CIF,6722.18,0.72,17878.14,275.19,327.59,Released,2,9,2701,156,,,CR_HASH_217,CR_HASH_048,,2020-11-01,2020-11,847130000000,84,847130,False,,6722.18,17878.14,0.72,275.19,327.59,,CR_HASH_048,Portable laptop computers
2020-2501-2-10098-1,2020-2501-2-10098,2020,2501,Bahrain International Airport,IM,2,10098,21483,2/24/2020,8703221000,Passenger cars 1000-1500cc,CN,CN,DE,DE,BH,BH,NMB,73.0,15744.38,FOB,432151.74,0.91,1149339.74,374.74,442.05,Released,3,4,2501,493,,,CR_HASH_156,CR_HASH_047,,2020-02-24,2020-02,870322100000,87,870322,False,Import,432151.74,1149339.74,0.91,374.74,442.05,CN,CR_HASH_047,Passenger cars 1000-1500cc
2020-2801-8-10099-1,2020-2801-8-10099,2020,2801,King Fahd Causeway,IM,8,10099,79085,8/15/2020,2710192100,Gas oils for diesel engines,US,US,US,US,BH,BH,LTR,15530.08,0.79,EXW,4613.05,1.26,12268.76,13737.45,15320.2,Released,9,7,2801,268,,,CR_HASH_202,CR_HASH_012,,2020-08-15,2020-08,271019210000,27,271019,False,Import,4613.05,12268.76,1.26,13737.45,15320.2,US,CR_HASH_012,Gas oils for diesel engines
2020-2501-6-10100-1,2020-2501-6-10100,2020,2501,Bahrain International Airport,IM,6,10100,97596,10/27/2020,1006301000,Long-grain milled rice,DE,DE,DE,DE,BH,BH,KGM,2645.79,0.96,CIF,955.02,3.17,2539.96,2645.79,2967.76,Released,3,7,2501,673,,,CR_HASH_230,CR_HASH_021,,2020-10-27,2020-10,100630100000,10,100630,False,Import,955.02,2539.96,3.17,2645.79,2967.76,DE,CR_HASH_021,Long-grain milled rice
2020-2501-6-10101-1,2020-2501-6-10101,2020,2501,Bahrain International Airport,IM,6,10101,51044,8/11/2020,3923301000,Plastic bottles for packaging,CN,CN,SA,SA,BH,BH,NMB,4.0,0.73,FOB,1.1,4.35,2.92,21.45,25.04,Released,6,3,2501,412,,,CR_HASH_225,CR_HASH_021,,2020-08-11,2020-08,392330100000,39,392330,False,Import,1.1,2.92,4.35,21.45,25.04,CN,CR_HASH_021,Plastic bottles for packaging
2020-2701-8-10102-1,2020-2701-8-10102,2020,2701,Khalifa Bin Salman Port,IM,8,10102,29394,6/8/2020,6109100000,Cotton t-shirts,IN,IN,IN,IN,BH,BH,NMB,186.0,6.82,FOB,476.96,1.09,1268.52,1120.52,1253.81,Released,4,2,2701,436,,,CR_HASH_240,CR_HASH_027,,2020-06-08,2020-06,610910000000,61,610910,False,Import,476.96,1268.52,1.09,1120.52,1253.81,IN,CR_HASH_027,Cotton t-shirts
2020-2501-7-10103-1,2020-2501-7-10103,2020,2501,Bahrain International Airport,IM,7,10103,27014,8/17/2020,102211000,"Live cattle, pure-bred breeding",DE,DE,DE,DE,BH,BH,NMB,179.0,1263.4,EXW,85031.87,3.92,226148.6,354.87,388.12,Released,7,8,2501,257,,,CR_HASH_082,CR_HASH_026,,2020-08-17,2020-08,102211000000,10,102211,False,Import,85031.87,226148.6,3.92,354.87,388.12,DE,CR_HASH_026,"Live cattle, pure-bred breeding"
2020-2601-8-10104-1,2020-2601-8-10104,2020,2601,Dry Port - Hidd,IM,8,10104,48052,10/1/2020,1006301000,Long-grain milled rice,CN,CN,CN,CN,BH,BH,KGM,822.39,0.7,FOB,216.45,4.02,575.67,822.39,950.48,Released,7,1,2601,832,,,CR_HASH_038,CR_HASH_004,,2020-10-01,2020-10,100630100000,10,100630,False,Import,216.45,575.67,4.02,822.39,950.48,CN,CR_HASH_004,Long-grain milled rice
2020-2601-4-10105-1,2020-2601-4-10105,2020,2601,Dry Port - Hidd,IM,4,10105,38245,3/16/2020,9018390000,Medical syringes and needles,US,US,US,US,BH,BH,NMB,56.0,0.21,CIF,4.42,1.09,11.76,129.19,150.22,Released,1,4,2601,730,,,CR_HASH_060,CR_HASH_009,,2020-03-16,2020-03,901839000000,90,901839,False,Import,4.42,11.76,1.09,129.19,150.22,US,CR_HASH_009,Medical syringes and needles
2020-2801-4-10106-1,2020-2801-4-10106,2020,2801,King Fahd Causeway,EX,4,10106,52435,4/20/2020,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,US,US,NMB,47.0,0.63,FOB,11.13,4.5,29.61,250.16,295.21,Held,9,5,2801,811,,,CR_HASH_156,,CR_HASH_049,2020-04-20,2020-04,392330100000,39,392330,True,Re-export,11.13,29.61,4.5,250.16,295.21,US,CR_HASH_049,Plastic bottles for packaging
2020-2601-7-10107-1,2020-2601-7-10107,2020,2601,Dry Port - Hidd,IM,7,10107,19779,5/11/2020,8471300000,Portable laptop computers,US,US,US,US,BH,BH,NMB,142.0,460.18,EXW,24569.93,4.07,65345.56,659.05,774.71,Released,1,8,2601,792,,,CR_HASH_004,CR_HASH_049,,2020-05-11,2020-05,847130000000,84,847130,False,Import,24569.93,65345.56,4.07,659.05,774.71,US,CR_HASH_049,Portable laptop computers
2020-2701-8-10108-1,2020-2701-8-10108,2020,2701,Khalifa Bin Salman Port,IM,8,10108,65313,12/30/2020,8517120000,Cellular telephones,CN,CN,CN,CN,BH,BH,NMB,178.0,445.78,CIF,29835.16,1.26,79348.84,1342.31,1478.82,Released,2,7,2701,152,,,CR_HASH_248,CR_HASH_028,,2020-12-30,2020-12,851712000000,85,851712,False,Import,29835.16,79348.84,1.26,1342.31,1478.82,CN,CR_HASH_028,Cellular telephones
2020-2801-7-10109-1,2020-2801-7-10109,2020,2801,King Fahd Causeway,IM,7,10109,22604,8/18/2020,1006301000,Long-grain milled rice,CN,CN,DE,DE,BH,BH,KGM,4187.19,1.15,CIF,1810.54,4.17,4815.27,4187.19,4970.16,Released,4,3,2801,963,,,CR_HASH_066,CR_HASH_038,,2020-08-18,2020-08,100630100000,10,100630,False,Import,1810.54,4815.27,4.17,4187.19,4970.16,CN,CR_HASH_038,Long-grain milled rice
2020-2601-9-10110-1,2020-2601-9-10110,2020,2601,Dry Port - Hidd,IM,9,10110,29176,4/11/2020,8703221000,Passenger cars 1000-1500cc,CN,CN,IN,IN,BH,BH,NMB,53.0,13599.14,EXW,271003.66,3.07,720754.42,176.88,207.88,Released,4,9,2601,893,,,CR_HASH_193,CR_HASH_042,,2020-04-11,2020-04,870322100000,87,870322,False,Import,271003.66,720754.42,3.07,176.88,207.88,CN,CR_HASH_042,Passenger cars 1000-1500cc
2020-2501-2-10111-1,2020-2501-2-10111,2020,2501,Bahrain International Airport,IM,2,10111,60793,1/15/2020,9018390000,Medical syringes and needles,US,US,US,US,BH,BH,NMB,104.0,0.41,FOB,16.03,2.66,42.64,341.8,368.57,Released,8,5,2501,677,,,CR_HASH_044,CR_HASH_010,,2020-01-15,2020-01,901839000000,90,901839,False,Import,16.03,42.64,2.66,341.8,368.57,US,CR_HASH_010,Medical syringes and needles
2020-2701-2-10112-1,2020-2701-2-10112,2020,2701,Khalifa Bin Salman Port,EX,2,10112,18800,9/27/2020,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,CN,CN,NMB,33.0,0.38,FOB,4.72,1.4,12.54,197.13,229.3,Released,2,2,2701,462,,,CR_HASH_103,,CR_HASH_048,2020-09-27,2020-09,392330100000,39,392330,True,Re-export,4.72,12.54,1.4,197.13,229.3,CN,CR_HASH_048,Plastic bottles for packaging
